Customer ID,Churn Reason, Total Revenue ,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Customer Status,Churn Category
1442-OKRJE,,9635.00,Male,40,Yes,2,Los Angeles,90021,34.029043,-118.239504,7,66,None,Yes,39.45,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103.15,7031.3,0,0,2603.7,Stayed,
2167-FQSTQ,,9632.50,Female,20,Yes,0,Hayward,94541,37.674002,-122.076796,8,72,None,Yes,37.45,Yes,Yes,DSL,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92.4,6786.1,0,150,2696.4,Stayed,
2324-EFHVG,,9625.13,Male,37,No,0,Oakland,94609,37.834341,-122.26437,0,64,None,Yes,45.82,Yes,Yes,Fiber Optic,14,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.4,6692.65,0,0,2932.48,Stayed,
6463-HHXJR,,9622.15,Female,61,Yes,2,Lemon Cove,93244,36.462671,-118.997291,5,71,Offer A,Yes,36.5,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,100.5,7030.65,0,0,2591.5,Stayed,
3258-SYSWS,,9622.04,Male,75,No,0,Lakeside,92040,32.909873,-116.906774,0,72,None,Yes,24.67,Yes,Yes,Fiber Optic,26,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Bank Withdrawal,113.8,7845.8,0,0,1776.24,Stayed,
5055-MGMGF,,9621.10,Female,35,Yes,0,Half Moon Bay,94019,37.45567,-122.407992,3,65,Offer B,Yes,40.71,Yes,Yes,Fiber Optic,23,Yes,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.05,6914.95,0,60,2646.15,Stayed,
8565-HBFNN,,9619.63,Male,51,Yes,0,Los Altos,94024,37.352911,-122.093002,8,69,Offer A,Yes,33.37,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,107.2,7317.1,0,0,2302.53,Stayed,
1297-VQDRP,,9613.28,Male,80,Yes,1,Foothill Ranch,92610,33.698728,-117.67768,0,68,Offer A,Yes,32.11,Yes,Yes,Fiber Optic,12,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Credit Card,107.15,7379.8,0,50,2183.48,Stayed,
0017-IUDMW,,9609.47,Female,25,Yes,2,Sunnyvale,94086,37.378541,-122.020456,2,72,None,Yes,16.01,Yes,Yes,Fiber Optic,59,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,116.8,8456.75,0,0,1152.72,Stayed,
5193-QLVZB,,9607.75,Male,52,No,0,Bieber,96009,41.083464,-121.107929,0,63,Offer B,Yes,48.75,Yes,Yes,Fiber Optic,21,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.75,6536.5,0,0,3071.25,Stayed,
2878-RMWXY,,9602.30,Male,75,Yes,0,Temecula,92590,33.475493,-117.219551,5,72,None,Yes,28.5,Yes,Yes,Fiber Optic,5,Yes,Yes,Yes,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,102.65,7550.3,0,0,2052,Stayed,
5174-ITUMV,,9601.11,Male,37,Yes,2,San Jacinto,92583,33.796568,-116.924723,0,67,Offer A,Yes,38.98,Yes,Yes,Fiber Optic,16,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.4,6989.45,0,0,2611.66,Stayed,
9028-LIHRP,,9600.99,Male,22,Yes,1,Burbank,91506,34.169706,-118.323548,1,71,None,Yes,33.69,No,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,100.2,7209,0,0,2391.99,Stayed,
8413-YNHNV,,9594.77,Male,42,No,0,Oakland,94603,37.739113,-122.175602,0,69,None,Yes,47.43,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,90.65,6322.1,0,0,3272.67,Stayed,
9070-BCKQP,,9587.60,Female,20,Yes,0,Wilmington,90744,33.782068,-118.262263,5,72,Offer A,Yes,23.7,Yes,Yes,Fiber Optic,85,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,110.15,7881.2,0,0,1706.4,Stayed,
5985-BEHZK,,9578.93,Female,78,Yes,0,Santa Ana,92705,33.766004,-117.786763,1,72,Offer A,Yes,27.79,Yes,Yes,Fiber Optic,10,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,No,Credit Card,105,7578.05,0,0,2000.88,Stayed,
1090-ESELR,,9573.55,Male,47,Yes,0,Fawnskin,92333,34.274846,-116.937581,8,72,Offer A,Yes,27.25,No,Yes,Fiber Optic,19,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.5,7611.55,0,0,1962,Stayed,
4323-OHFOW,,9557.15,Female,72,Yes,0,Newhall,91321,34.370378,-118.504118,1,70,None,Yes,33.74,Yes,Yes,Fiber Optic,24,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,105.55,7195.35,0,0,2361.8,Stayed,
6437-UDQJM,,9542.45,Female,72,Yes,0,Los Angeles,90023,34.017697,-118.200577,5,72,None,Yes,47.4,Yes,Yes,DSL,28,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.1,6129.65,0,0,3412.8,Stayed,
5569-IDSEY,,9538.96,Male,52,Yes,0,Winters,95694,38.578604,-122.024579,8,71,Offer A,Yes,29.11,Yes,Yes,Fiber Optic,28,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,7472.15,0,0,2066.81,Stayed,
1971-DTCZB,,9538.68,Female,52,Yes,0,Yreka,96097,41.764869,-122.671316,6,72,None,Yes,42.64,Yes,Yes,DSL,15,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.95,6468.6,0,0,3070.08,Stayed,
8085-MSNLK,,9537.56,Female,21,Yes,0,San Jose,95124,37.257063,-121.923037,3,62,Offer B,Yes,42.68,Yes,Yes,Fiber Optic,51,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,113.95,6891.4,0,0,2646.16,Stayed,
6904-JLBGY,,9511.93,Female,78,No,0,Salinas,93905,36.667794,-121.601306,0,72,Offer A,Yes,14.94,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,117.35,8436.25,0,0,1075.68,Stayed,
0742-LAFQK,,9500.02,Male,52,Yes,0,Fullerton,92833,33.877639,-117.961212,1,72,None,Yes,28.86,Yes,Yes,Fiber Optic,8,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.15,7422.1,0,0,2077.92,Stayed,
2360-RDGRO,,9490.95,Male,48,Yes,0,Sutter,95982,39.172777,-121.805845,4,65,None,Yes,41.2,Yes,Yes,Fiber Optic,10,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.25,6812.95,0,0,2678,Stayed,
5553-AOINX,,9490.53,Female,67,Yes,1,Copperopolis,95228,37.943954,-120.67108,6,66,None,Yes,39.38,Yes,Yes,Fiber Optic,30,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,6891.45,0,0,2599.08,Stayed,
9680-NIAUV,,9472.82,Female,42,Yes,0,West Hills,91307,34.199787,-118.68493,7,72,Offer A,Yes,18.66,Yes,Yes,Fiber Optic,3,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,109.7,8129.3,0,0,1343.52,Stayed,
5271-YNWVR,Extra data charges,9465.56,Male,48,Yes,0,Santa Paula,93060,34.402343,-119.094824,1,68,Offer A,Yes,23.67,Yes,Yes,Fiber Optic,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,113.15,7856,0,0,1609.56,Churned,Price
6734-FQAJX,,9465.11,Male,65,No,0,Somerset,95684,38.606703,-120.586659,0,67,None,Yes,34.23,No,Yes,Fiber Optic,11,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.05,7171.7,0,0,2293.41,Stayed,
2530-ENDWQ,Competitor offered more data,9462.27,Female,55,Yes,0,Rio Dell,95562,40.485849,-124.163234,2,71,Offer A,Yes,40.52,Yes,Yes,Fiber Optic,17,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,93.7,6585.35,0,0,2876.92,Churned,Competitor
2234-XADUH,,9453.04,Female,30,Yes,2,Amboy,92304,34.559882,-115.637164,4,72,None,Yes,29.66,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103.2,7362.9,45.38,0,2135.52,Stayed,
2452-KDRRH,,9444.00,Male,76,No,0,Mi Wuk Village,95346,38.121601,-120.133915,0,67,None,Yes,38.85,Yes,Yes,Fiber Optic,19,No,No,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,101.4,6841.05,0,0,2602.95,Stayed,
6369-MCAKO,,9443.68,Female,50,Yes,1,Monterey Park,91755,34.049172,-118.115022,4,68,Offer A,Yes,47.91,Yes,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,89.05,6185.8,0,0,3257.88,Stayed,
3086-RUCRN,,9442.24,Female,33,No,0,Paicines,95043,36.525703,-120.952122,0,66,Offer A,Yes,43.14,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.1,6595,0,0,2847.24,Stayed,
2659-VXMWZ,Attitude of support person,9441.18,Male,58,Yes,0,Newport Coast,92657,33.603282,-117.821841,0,67,Offer A,Yes,29.24,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,111.3,7482.1,0,0,1959.08,Churned,Attitude
6265-SXWBU,,9440.30,Male,35,Yes,2,Shingletown,96088,40.497441,-121.827524,9,69,None,Yes,42.45,Yes,Yes,Fiber Optic,27,No,Yes,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,95.75,6511.25,0,0,2929.05,Stayed,
2172-EJXVF,,9433.61,Female,65,No,0,Los Angeles,90047,33.958149,-118.308441,0,71,None,Yes,25.61,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,105.9,7521.95,6.65,100,1818.31,Stayed,
9571-EDEBV,,9427.97,Male,60,Yes,0,San Diego,92119,32.802959,-117.027095,8,71,None,Yes,34.72,Yes,Yes,Fiber Optic,10,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,98.65,6962.85,0,0,2465.12,Stayed,
8659-IOOPU,,9426.94,Female,25,Yes,2,Moss Landing,95039,36.863303,-121.781632,4,71,Offer A,Yes,32.16,Yes,Yes,Fiber Optic,59,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,100.45,7159.7,16.12,0,2283.36,Stayed,
1162-ECVII,,9421.78,Male,66,Yes,0,Fresno,93704,36.799648,-119.801247,1,72,Offer A,Yes,18.74,Yes,Yes,Fiber Optic,14,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,109.75,7932.5,0,140,1349.28,Stayed,
8894-JVDCV,,9417.53,Female,39,No,0,Riverside,92505,33.920907,-117.489426,0,62,Offer B,Yes,36.84,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,115.05,7133.45,0,0,2284.08,Stayed,
4304-TSPVK,,9417.07,Female,46,Yes,0,Tupman,93276,35.316263,-119.402559,8,68,Offer A,Yes,23.14,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,114.9,7843.55,0,0,1573.52,Stayed,
5469-CTCWN,Competitor offered higher download speeds,9411.65,Male,52,Yes,0,Arbuckle,95912,38.982373,-122.047751,1,61,None,Yes,46.95,Yes,Yes,Cable,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,106,6547.7,0,0,2863.95,Churned,Competitor
4670-TABXH,,9411.30,Male,53,Yes,0,Hawthorne,90250,33.914775,-118.348083,6,72,None,Yes,22.95,Yes,Yes,Fiber Optic,17,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,109.75,7758.9,0,0,1652.4,Stayed,
5172-RKOCB,,9405.72,Male,28,Yes,0,Piercy,95587,39.955587,-123.681175,0,72,None,Yes,21.26,Yes,Yes,Fiber Optic,53,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.95,7875,0,0,1530.72,Stayed,
3649-JPUGY,,9403.07,Male,26,No,0,San Bernardino,92407,34.250069,-117.393949,0,72,Offer A,Yes,44.46,Yes,Yes,DSL,48,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,88.6,6201.95,0,0,3201.12,Stayed,
6341-AEVKX,,9400.55,Female,37,Yes,0,Ontario,91762,34.057256,-117.667677,5,62,Offer B,Yes,44.95,No,Yes,Fiber Optic,5,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.3,6613.65,0,0,2786.9,Stayed,
0639-TSIQW,Competitor offered more data,9398.75,Female,28,No,0,White Water,92282,33.972293,-116.654195,0,67,Offer A,Yes,37.5,Yes,Yes,Fiber Optic,30,Yes,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,102.95,6886.25,0,0,2512.5,Churned,Competitor
2674-MLXMN,,9387.38,Female,73,No,0,Richmond,94801,37.945288,-122.383941,0,71,Offer A,Yes,34.36,Yes,Yes,Fiber Optic,13,No,Yes,No,No,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,99.65,6951.15,3.33,0,2439.56,Stayed,
3520-FJGCV,,9372.25,Male,47,Yes,1,San Diego,92120,32.807867,-117.060993,2,72,None,Yes,17.3,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,112.6,8126.65,0,0,1245.6,Stayed,
8984-EYLLL,,9371.25,Male,29,Yes,0,San Diego,92107,32.741852,-117.243453,5,64,None,Yes,40.18,Yes,Yes,Fiber Optic,30,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,6823.4,23.67,0,2571.52,Stayed,
6007-TCTST,,9361.38,Female,57,Yes,2,Salinas,93901,36.64152,-121.622188,9,72,None,Yes,12.29,Yes,Yes,Fiber Optic,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,115.8,8476.5,0,0,884.88,Stayed,
6168-YBYNP,,9358.83,Male,19,No,0,Newhall,91321,34.370378,-118.504118,0,59,Offer B,Yes,48.12,Yes,Yes,Fiber Optic,51,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,111.35,6519.75,0,0,2839.08,Stayed,
5304-EFJLP,,9351.09,Male,72,Yes,0,Los Molinos,96055,40.059385,-122.091481,4,72,None,Yes,16.92,Yes,Yes,Fiber Optic,19,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,111.65,8022.85,0,110,1218.24,Stayed,
3882-IYOIJ,,9346.40,Female,41,Yes,1,Yorba Linda,92886,33.897253,-117.792202,1,60,Offer B,Yes,43.33,Yes,Yes,Fiber Optic,28,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,-9,6758.45,11.85,0,2599.8,Stayed,
8628-MFKAX,,9339.05,Female,79,Yes,0,San Pablo,94806,37.980269,-122.342635,6,72,Offer A,Yes,14.75,Yes,Yes,Fiber Optic,16,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,116.75,8277.05,0,0,1062,Stayed,
8041-TMEID,,9330.46,Male,73,Yes,0,Corning,96021,39.913777,-122.289984,1,63,None,Yes,37.12,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,108.5,6991.9,0,0,2338.56,Stayed,
8199-ZLLSA,Competitor had better devices,9322.37,Male,53,No,0,Tujunga,91042,34.296574,-118.244839,0,67,None,Yes,22.66,Yes,Yes,Fiber Optic,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,118.35,7804.15,0,0,1518.22,Churned,Competitor
8071-SBTRN,,9311.79,Female,63,No,0,Canoga Park,91304,34.224377,-118.632656,0,70,None,Yes,23.15,Yes,Yes,Fiber Optic,17,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.15,7737.55,46.26,0,1620.5,Stayed,
1150-WFARN,Competitor had better devices,9310.25,Female,59,Yes,0,Brawley,92227,33.03933,-115.191857,1,67,None,Yes,32.15,Yes,Yes,Fiber Optic,28,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,108.75,7156.2,0,0,2154.05,Churned,Competitor
4378-MYPGO,,9308.35,Male,41,Yes,2,Greenwood,95635,38.921333,-120.897718,3,68,None,Yes,31.4,No,Yes,Fiber Optic,19,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,105.25,7173.15,0,0,2135.2,Stayed,
9938-TKDGL,,9303.00,Male,38,Yes,3,Llano,93544,34.500091,-117.765862,9,68,Offer A,Yes,38.75,No,Yes,Fiber Optic,28,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,99.55,6668,0,0,2635,Stayed,
3071-MVJCD,,9302.83,Male,40,Yes,0,Grizzly Flats,95636,38.636102,-120.522149,10,72,Offer A,Yes,48.44,Yes,Yes,Cable,15,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,82.3,5815.15,0,0,3487.68,Stayed,
7971-HLVXI,,9298.85,Male,62,Yes,2,San Bernardino,92404,34.183286,-117.221722,4,72,Offer A,Yes,44,Yes,Yes,Fiber Optic,20,No,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.5,6130.85,0,0,3168,Stayed,
0596-BQCEQ,Competitor had better devices,9295.26,Female,32,Yes,0,Hydesville,95547,40.557314,-124.081662,1,62,None,Yes,48.58,No,Yes,Fiber Optic,13,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.15,6283.3,0,0,3011.96,Churned,Competitor
6333-YDVLT,,9290.80,Male,61,No,0,Oakland,94607,37.80707,-122.297401,0,65,None,Yes,33.11,Yes,Yes,Fiber Optic,10,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,110,7138.65,0,0,2152.15,Stayed,
8591-TKMZH,,9275.10,Male,40,Yes,3,Claremont,91711,34.127621,-117.717863,1,59,Offer B,Yes,46.1,Yes,Yes,Fiber Optic,57,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,111.1,6555.2,0,0,2719.9,Stayed,
0960-HUWBM,,9268.85,Male,40,Yes,3,Pleasant Grove,95668,38.833554,-121.498102,0,65,Offer B,Yes,39.52,Yes,Yes,Fiber Optic,57,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.1,6700.05,0,0,2568.8,Stayed,
4900-MSOMT,,9250.84,Female,39,Yes,3,Carnelian Bay,96140,39.227434,-120.091806,7,72,None,Yes,49.12,Yes,Yes,DSL,23,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,80.2,5714.2,0,0,3536.64,Stayed,
5236-PERKL,Competitor offered higher download speeds,9250.02,Female,38,No,0,Pearblossom,93553,34.445239,-117.894868,0,57,None,Yes,48.86,Yes,Yes,Fiber Optic,6,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,112.95,6465,0,0,2785.02,Churned,Competitor
5879-HMFFH,,9247.85,Female,49,Yes,0,Cassel,96016,40.936285,-121.572692,1,72,None,Yes,38.28,Yes,Yes,DSL,24,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,88.05,6520.8,29.11,0,2756.16,Stayed,
1347-KTTTA,,9245.46,Male,22,Yes,0,Canyon Country,91351,34.422519,-118.420717,10,64,Offer B,Yes,40.49,No,Yes,Fiber Optic,69,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,102.45,6654.1,0,0,2591.36,Stayed,
9848-JQJTX,,9225.21,Male,52,No,0,Venice,90291,33.991782,-118.479229,0,72,Offer A,Yes,24.53,Yes,Yes,Fiber Optic,12,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,100.9,7459.05,0,0,1766.16,Stayed,
5149-QYTTU,,9222.48,Female,35,Yes,1,Long Beach,90814,33.771612,-118.143866,3,71,Offer A,Yes,34.53,Yes,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Credit Card,95.15,6770.85,0,0,2451.63,Stayed,
9135-MGVPY,,9216.43,Male,41,Yes,0,Sanger,93657,36.819628,-119.440414,10,69,None,Yes,48.37,No,Yes,DSL,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,84.7,5878.9,0,0,3337.53,Stayed,
0266-GMEAO,,9206.23,Male,43,Yes,1,Lompoc,93436,34.601055,-120.382917,1,72,None,Yes,15.94,Yes,Yes,Fiber Optic,13,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,114.3,8058.55,0,0,1147.68,Stayed,
7207-RMRDB,Competitor had better devices,9204.75,Female,20,Yes,0,Santa Barbara,93110,34.437945,-119.77191,7,65,None,Yes,34.14,Yes,Yes,Fiber Optic,26,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.5,6985.65,0,0,2219.1,Churned,Competitor
5748-RNCJT,Competitor offered higher download speeds,9203.52,Male,58,No,0,Sacramento,95820,38.53508,-121.444144,0,69,Offer A,Yes,26.88,Yes,Yes,Fiber Optic,11,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,106.5,7348.8,0,0,1854.72,Churned,Competitor
9572-MTILT,Competitor made better offer,9202.19,Male,47,Yes,0,Fullerton,92833,33.877639,-117.961212,7,59,None,Yes,49.31,Yes,Yes,Fiber Optic,21,Yes,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,106.75,6252.9,0,40,2909.29,Churned,Competitor
3508-VLHCZ,,9200.46,Female,43,Yes,3,Lakewood,90715,33.841027,-118.078097,10,71,Offer A,Yes,41.71,Yes,Yes,Cable,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,90.55,6239.05,0,0,2961.41,Stayed,
0130-SXOUN,,9200.36,Male,55,No,0,Glenhaven,95443,39.045246,-122.743181,0,66,Offer A,Yes,48.78,Yes,Yes,Fiber Optic,8,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card,89.4,5976.9,36.02,40,3219.48,Stayed,
3518-FSTWG,,9195.82,Male,67,Yes,0,Paradise,95969,39.69676,-121.644379,1,72,None,Yes,17.71,Yes,Yes,Fiber Optic,4,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,109.55,7920.7,0,0,1275.12,Stayed,
8752-GHJFU,,9183.80,Male,70,Yes,0,Applegate,95703,38.983388,-120.988814,7,71,None,Yes,36.6,Yes,Yes,Fiber Optic,10,Yes,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,92,6585.2,0,0,2598.6,Stayed,
3363-DTIVD,,9181.92,Male,55,Yes,3,Reseda,91335,34.200175,-118.540958,3,71,Offer A,Yes,25.02,Yes,Yes,Fiber Optic,53,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,105.55,7405.5,0,0,1776.42,Stayed,
1444-VVSGW,Product dissatisfaction,9180.75,Male,51,Yes,0,Los Molinos,96055,40.059385,-122.091481,1,70,Offer A,Yes,17.17,Yes,Yes,Fiber Optic,20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,One Year,No,Credit Card,115.65,7968.85,0,10,1201.9,Churned,Dissatisfaction
6963-EZQEE,,9172.30,Male,69,Yes,0,Midpines,95345,37.581496,-119.972762,4,70,None,Yes,40.94,Yes,Yes,DSL,8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,Yes,Credit Card,88.55,6306.5,0,0,2865.8,Stayed,
2988-GBIVW,,9165.10,Female,68,Yes,0,Knights Landing,95645,38.875508,-121.765866,10,70,None,Yes,38.5,Yes,Yes,Fiber Optic,25,Yes,No,No,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,90.85,6470.1,0,0,2695,Stayed,
3552-CTCYF,,9163.24,Male,42,Yes,3,San Bernardino,92411,34.122501,-117.320138,4,63,Offer B,Yes,40.73,Yes,Yes,Fiber Optic,76,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,104.8,6597.25,0,0,2565.99,Stayed,
6728-DKUCO,,9162.09,Female,25,Yes,0,Santa Monica,90405,34.005439,-118.477507,1,72,Offer A,Yes,25.82,Yes,Yes,Fiber Optic,59,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.15,7303.05,0,0,1859.04,Stayed,
8690-ZVLCL,,9160.58,Female,49,Yes,1,Los Angeles,90038,34.088017,-118.327168,10,68,None,Yes,43.51,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,88,6161.9,0,40,2958.68,Stayed,
5117-ZSMHQ,,9160.17,Female,22,Yes,1,Pioneer,95666,38.546999,-120.271114,9,71,Offer A,Yes,37.57,Yes,Yes,DSL,85,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,89.9,6342.7,0,150,2667.47,Stayed,
